,job_title,company,skills,date_posted,Location
200,Internet electrician,"ASK Development, Gujrat , Pakistan","رعاية المرضى, Ability To Work Independently, Customer Service, Troubleshooting phone lines, Telecom cable installation, Installation and maintenance of TV fiber cables, Mobility with bike transportation",2025-08-20,"Gujrat , Pakistan"
201,Electrician – Factory Line,"Suparco Paints, All Cities , Pakistan","Installation of electrical systems, Factory electrical work, Repair and maintenance of electrical machinery, Troubleshooting inverters, Office electrical maintenance, Air conditioning unit maintenance, Distribution panels (DP) servicing, 3-phase electrical wiring, Generator operation and maintenance",2025-08-25,"All Cities , Pakistan"
202,Physical Therapist,"Zue Pvt, Lahore , Pakistan","Patient Counseling, Patient Assessment, Analytical Skills, Appointment Scheduling, Care Planning, Post-surgical Rehabilitation, English Communication Skills, Collaboration with healthcare providers, Chronic condition management, Rehabilitation plan development",2025-08-31,"Lahore , Pakistan"
203,Doctor of Physiotherapy - DPT,"Optinet Solutions, Lahore , Pakistan","Patient Care, Claims Handling, Auto Claims",2025-08-29,"Lahore , Pakistan"
204,Manager Accounts / Taxation,"NGO Consultancy Firm, Islamabad , Pakistan","Financial Accounting, Internal Audit Commands, Sales Tax Command, Income Tax, Tax Accounting",2025-08-27,"Islamabad , Pakistan"
205,Accountant / Assistant Accountant,"Powerup Zoook International, Lahore , Pakistan","Accounts  Administration, Bank Reconciliation on, Transaction Management",2025-08-30,"Lahore , Pakistan"
206,Accountant,"Velocity pvt, All Cities , Pakistan",Not Specified,2025-08-30,"All Cities , Pakistan"
207,Accountant,"T.M Commodities, Karachi , Pakistan",Not Specified,2025-09-03,"Karachi , Pakistan"
208,Accountant,"Iman Group, Islamabad , Pakistan","Audit Assignment Handling, Financial Accounting, Accounting Skills, Communication Skills",2025-09-03,"Islamabad , Pakistan"
209,Accountant,"Confidential, Lahore , Pakistan","ERP Software Command, Record Keeping, Accounting Software",2025-09-01,"Lahore , Pakistan"
210,Accountant / Assistant Accountant,"Decorp International, All Cities , Pakistan","Bookkeeping Knowledge, Accounts Management, MS Office, Window Tools",2025-08-27,"All Cities , Pakistan"
211,Accountant,"Arif and Associates, Lahore , Pakistan","Bookkeeping Knowledge, Accounting Skills, MS Excel",2025-09-03,"Lahore , Pakistan"
212,Accountant,"BA Communication Services, Lahore , Pakistan","Audit Assignment Handling, Reconciliation, Financial Accounting, Communication Skills, Accounting",2025-09-02,"Lahore , Pakistan"
213,Accountant,"Sumssoft, Karachi , Pakistan","Financial Accounting, Accounts Software Command, Communication Skills, Accounting, Financial Statement Analysis, MS Excel",2025-09-02,"Karachi , Pakistan"
214,Accountant,"BA Communication Services, Lahore , Pakistan","Audit Assignment Handling, Reconciliation, Financial Accounting, Financial Statement Analysis+, Accounting",2025-09-02,"Lahore , Pakistan"
215,Accountant,"Future Forge, Islamabad , Pakistan","Accounts Skills, MS Office, Google Sheet",2025-08-28,"Islamabad , Pakistan"
216,Accountant,"Star Soft Industry, Karachi , Pakistan","Financial Accounting, Accounts Software Command, Accounting",2025-08-27,"Karachi , Pakistan"
217,Accountant,"BPO Solutions (PVT) LTD, Lahore , Pakistan","Microsoft Outlook, Taxations Knowledge, Accounting Skills, Withholding  Tax Knowledge, Annual Returns, MS Excel",2025-09-03,"Lahore , Pakistan"
218,Accountant,"Mezboot Technologies (Pvt.) Ltd., Hyderabad , Pakistan","Financial Accounting, Management Accounting, Accounting+, SAP Accounting, Inventory Accounting, Accounting",2025-09-04,"Hyderabad , Pakistan"
219,Accountant,"Karimi Corporation, Karachi , Pakistan","Financial Accounting, Accounts  Administration, Accounting",2025-08-27,"Karachi , Pakistan"
220,Accountant,"Growth Accountants, All Cities , Pakistan",Not Specified,2025-08-22,"All Cities , Pakistan"
221,Accountant,"BA Communication Services, Lahore , Pakistan","Audit Assignment Handling, Reconciliation, Financial Accounting, Accounts Software Command, Communication Skills, Front Office Support, Accounting",2025-09-02,"Lahore , Pakistan"
222,Accountant,"Bedwell Hotel, Karachi , Pakistan","Financial Accounting, Accounts Software Command, Communication Skills, Office Work, MS Excel",2025-08-31,"Karachi , Pakistan"
223,Accountant,"Premio Travel & Tours Pvt Ltd, Karachi , Pakistan","Financial Accounting, Accounts Software Command, Communication Skills",2025-08-29,"Karachi , Pakistan"
224,Accountant,"Kifayat Publishers, Karachi , Pakistan","Reconciliation, Financial Accounting, Accounts Software Command, Financial Statement Analysis",2025-08-25,"Karachi , Pakistan"
225,Veterinarian,"AA Joyland Pvt, Karachi , Pakistan","Regulatory Compliance, Medical Record Keeping, Wildlife Handling, veterinary medicine, Diagnosis and treatment of animal diseases, Educational Program Delivery, Animal health check-ups, Surgery and medical procedures, Preventative health programs, Supervision of veterinary technicians, Collaboration with zoo staff, Conservation breeding programs, Research and scientific publications",2025-08-10,"Karachi , Pakistan"
226,Construction Engineer,"Bio Tech Energy, Sheikhupura , Pakistan","Project Engineering, Construction Management, Construction Planning, Construction Control, Construction Cost Control, Construction Site Management, Construction Budgeting",2025-08-27,"Sheikhupura , Pakistan"
227,Construction Foreman,"Bio Tech Energy, Sheikhupura , Pakistan","Project Administration, Construction Planning, Communication Skills, Construction Site Management, Electrical Contracting",2025-08-27,"Sheikhupura , Pakistan"
228,Construction Manager - Mechanical,"Bio Tech Energy, Sheikhupura , Pakistan","Sterilization Procedure, Multitasking Skills, Construction Management, Maintenance Inspection",2025-08-27,"Sheikhupura , Pakistan"
229,Construction Supervisor - Mechanical,"Bio Tech Energy, Sheikhupura , Pakistan","Construction Management, Bluebeam, Planswift, Maintenance Inspection, Vendor Relations Management",2025-08-27,"Sheikhupura , Pakistan"
230,Construction Contractor,"Work Together, Rawalpindi , Pakistan","Decision-making, Construction Project Management, Problem-Solving, Knowledge of Construction Processes, Communication, Leadership, Safety regulations adherence, Material and resource management, Coordination with subcontractors and suppliers",2025-08-24,"Rawalpindi , Pakistan"
231,Construction Projects Officer,"READ Foundation, Islamabad , Pakistan","Field Testing, Construction Management, Building Construction",2025-09-03,"Islamabad , Pakistan"
232,Civil Construction Foreman,"China First Metallurgical Group Co., Quetta , Pakistan","Team Lead Skills, Project Management Skills, Coordination Skills",2025-09-04,"Quetta , Pakistan"
233,Chief Construction Engineer,"Work Together, Rawalpindi , Pakistan",Not Specified,2025-08-20,"Rawalpindi , Pakistan"
234,Construction Site Supervisor,"Zarrar & Co., Islamabad , Pakistan","Risk Management and Planning, Procurement Acknowledgment, Site Team Management, Construction Site Management, Multiple Project Coordination, Problem Solving, Knowlegde Of Architectural Drawings",2025-08-20,"Islamabad , Pakistan"
235,Construction Chief Technology Officer,"China First Metallurgical Group Co., Quetta , Pakistan","Construction Safety, Construction Cost Control, Construction Site Management",2025-09-04,"Quetta , Pakistan"
236,Site Supervisor (Construction),"plus Builders, All Cities , Pakistan","Quality Control, Materials Knowledge, Site Supervision, Safety Standards, Construction Methods, Problem-Solving, Health And Safety Compliance, Communication, Project Management, Leadership",2025-08-14,"All Cities , Pakistan"
237,Project Manager (Construction),"AMIN TAI BUILDERS DEVLOPERS, Karachi , Pakistan","Project Scheduling, Construction Project Management, Budget Control, Team Management, Safety Standards Compliance, Communication, Leadership, Coordination",2025-08-06,"Karachi , Pakistan"
238,Chief Construction Technology Officer,"China First Metallurgical Group Co., Quetta , Pakistan","Quality Control, Communication Skills, Construction Site Management, Architectural Project Management",2025-09-04,"Quetta , Pakistan"
239,Quantity Surveyor (Construction),"Inovi trading, Karachi , Pakistan","Cost Estimation, Tender Management, Procurement Procedures, Project Valuations, Communication, Coordination, Preparation and analysis of Bills of Quantities, Knowledge of contractual and regulatory standards",2025-08-07,"Karachi , Pakistan"
240,Audit Officer (Construction Background),"Indigo Developers, Lahore , Pakistan","Internal Audits, Project Control, Communication and Presentation, Report Preparation, Site Inspections, Risk Identification, ACCA qualification, Procurement Monitoring, Auditing in construction, Contract and financial record auditing",2025-08-24,"Lahore , Pakistan"
241,Senior Electrical Construction Engineer,"S Mehboob Co, Karachi , Pakistan","Electrical Testing and Commissioning, Generator Synchronization, English Communication, Teamwork, Technical documentation preparation, Electrical construction site supervision, Tender evaluation report preparation, Switchgear factory testing, AutoCAD or similar drafting software",2025-08-10,"Karachi , Pakistan"
242,Material Checker (Construction Store),"DNZ Pvt Lt, Lahore , Pakistan","Material Inspection, Record Keeping, Inventory Management, Organizational Skills, Attention to Detail, Coordination with procurement and site teams, Physical inventory management",2025-08-21,"Lahore , Pakistan"
243,Accounts Payable - Construction Offshore,"Hcm International, All Cities , Pakistan","IFRS, Internal Controls, Accounts Payable, Process Improvement, Analytical and Reporting, Stakeholder Coordination, Microsoft Excel, Oracle, or similar), Automation initiatives, UAE VAT regulations, ERP systems (Microsoft Dynamics 365",2025-08-17,"All Cities , Pakistan"
244,Construction Lead Engineer (Electro-Mechanical),"CDigital, All Cities , Pakistan","Decision-making, Safety Compliance, Problem-Solving, Electro-Mechanical Engineering, Quality Assurance, Project Management, Leadership, Technical Support, Construction and installation of barrage, Installation and commissioning of telemetry",2025-08-24,"All Cities , Pakistan"
245,Store Keeper (Construction Industry),"Mepra Interprices, Dulles , Pakistan","Communication Skills, Basic Computer Proficiency, Inventory Management, Problem-Solving Skills, Organizational Skills, Attention to Detail, Physical Stamina, pallet jacks), Warehouse equipment operation (forklifts",2025-08-05,"Dulles , Pakistan"
246,Lawyer,"SHARP Pakistan (Society for Human Rights and Prisoners Aid), Mian Walli , Pakistan","Legal Service, Legal Affairs, Communication Skills",2025-08-29,"Mian Walli , Pakistan"
247,Lawyer – Corporate / Tax Law,"Wasif Law Associates, Lahore , Pakistan","Tax Knowledge, Corporate Affairs, Communication Skills, Corporate Law",2025-08-12,"Lahore , Pakistan"
248,Intellectual Property Lawyer,"Junaidi IP Attorneys, Karachi , Pakistan","Fluent in English, Case Management, Business Development, Legal Drafting, Customer Service, Problem Solving, Legal Research, Case Law Intrepretation, Law License, LLB Degree",2025-08-31,"Karachi , Pakistan"
249,Legal Advisor,"Roots International Schools, Multiple Cities , Pakistan","Legal Affairs, Legal Contract Review, Legal Advisory, Criminal Defense Lawyer",2025-08-18,"Multiple Cities , Pakistan"
250,Legal Assistant,"Elite Law Associates Pvt Ltd, Lahore , Pakistan","Legal Service, Affairs Management, Legal Affairs, Legal Issues Handling, Legal Administration",2025-09-01,"Lahore , Pakistan"
251,Consulting Law Firm,"Accelerate Prosperity, All Cities , Pakistan","SBP, Contract Drafting, review, FBR), Legal Compliance and Risk Management, and negotiation, Legal advisory and consultancy in corporate, Legal due diligence and risk assessment, Knowledge of regulatory authorities (SECP, Legal documentation for financing agreements, Regulatory filings and submissions, Dispute resolution mechanisms, Collaboration with external legal counsel, Confidentiality and ethical standards, Legal support and advice",2025-08-22,"All Cities , Pakistan"
252,Expert Legal Affairs,"Jazz, Islamabad , Pakistan","Litigation, Stakeholder Management, Intellectual Property Law, Legal Advice, contract drafting and review, Risk Management, Writing Skills, Legal Research, Analytical and Critical Thinking, Negotiation, Contract Law, Corporate Law, Communication, Legal training, Telecommunication laws (advantage)",2025-08-29,"Islamabad , Pakistan"
253,Expert Legal Affairs,"Jazz, Islamabad , Pakistan","Compliance, Litigation, Stakeholder Management, Intellectual Property Law, Contract Review, Legal Advice, Anti-corruption, Analytical Skills, Anti-Bribery, legal consultation, Data Protection, Export Controls, Sanctions, Writing Skills, legal risk management, Legal Research, Critical Thinking, Negotiation, Contract Law, Interpersonal Skills, Corporate Law, Communication, Anti-money laundering (AML), Counter-Terrorism Financing (CTF), telecommunication laws",2025-09-02,"Islamabad , Pakistan"
254,Legal Associate,"Treadstone Associates, All Cities , Pakistan","Leasing, Professionalism, Contract Drafting, Contract Review, Property Law, Legal Analysis, Discretion, Loop, Microsoft Teams, Client-Focused Approach, Legal Research, Outlook, Organizational Skills, Time Management, knowledge of real estate transactions, land use regulations, proficiency with legal databases",2025-08-29,"All Cities , Pakistan"
255,Legal Caseworker,"Prosync Solutions SMC Private Limited, Islamabad , Pakistan","Fluent in English, Legal Drafting, Case Management, Communication Skills, Microsoft Skills, Attention to Detail, Knowledge Of Family Law",2025-08-19,"Islamabad , Pakistan"
256,Law Officer,"Sabir's Poultry Pvt Ltd, Karachi , Pakistan","Reporting Abilities, Corporate Recovery, Corporate Law",2025-08-15,"Karachi , Pakistan"
257,Legal Associate,"Treadstone Associate Pakistan, All Cities , Pakistan","Affairs Management, Legal Contract Review, Legal Advisory",2025-08-29,"All Cities , Pakistan"
258,Executive (Legal),"Oilfields, All Cities , Pakistan","Documentation And File Management, Legal Research, Interpersonal Skills, Contract drafting and negotiation, Document evaluation, Litigation strategy, Court representation and advocacy",2025-08-25,"All Cities , Pakistan"
259,Legal Associate,"Treadstone Associates Pakistan., Multiple Cities , Pakistan",Not Specified,2025-08-21,"Multiple Cities , Pakistan"
260,Legal Associate  Intern,"Akhtar Javaid Law Associate, All Cities , Pakistan","Contract Drafting, Team Collaboration, Legal Document Preparation, Legal Research, Legal issue analysis, Case file preparation, Client and stakeholder liaison, Compliance with legal procedures",2025-08-22,"All Cities , Pakistan"
261,Legal Intern,"Legal Resource Partners, All Cities , Pakistan","Business Advisory, Real Estate Transactions, Compliance Services, general corporate and commercial, construction transactions, contract negotiation and drafting",2025-08-13,"All Cities , Pakistan"
262,Legal Documentation Officer,"Prosync Solutions SMC Private Limited, Islamabad , Pakistan","File Management, Strong Attention To Details, Legal Document Preparation, Organizational Skills, Accuracy In Documentation, Bundle Drafting",2025-08-19,"Islamabad , Pakistan"
263,Experienced Paralegal or Legal Associate,"UNYPO, All Cities , Pakistan","English Proficiency, Legal Writing, Drafting Legal Documents, reviewing legal documents, Legal Research, Remote Collaboration, New York litigation, Knowledge of U.S. federal and state legal",2025-08-22,"All Cities , Pakistan"
264,HR Officer (Payroll & Labour Law Compliance),"HS PVT, All Cities , Pakistan","Excel Proficiency, Labour Law Compliance, Attention to Detail, Payroll Management, Proactive mindset, Integrity, Payroll handling software",2025-08-23,"All Cities , Pakistan"
265,Legal/Personal Assistant,"Reastlor, Lahore , Pakistan","Negotiation Skills, Communication Skills, Deadline Management, Ability To Work Independently, Experience working with government departments, Knowledge of property transfer processes, Land record management",2025-08-07,"Lahore , Pakistan"
266,Data Scientist,"Hugebeez Marketing LLC, Multiple Cities , Pakistan","Data Science, Communication Skills, Analytical Skills",2025-08-26,"Multiple Cities , Pakistan"
267,Data Scientist,"Tkxel, Lahore , Pakistan","Econometric Modeling, Statistical Modeling, Logistic Regression, Log-log regression, Hierarchical shrinkage, Price-optimization, Revenue-management",2025-08-27,"Lahore , Pakistan"
268,Data Scientist,"Style Textile, Lahore , Pakistan","Data Analysis, Process Optimization, Statistical Modeling, Predictive Modeling, Advanced Analytics, Reporting, data-driven insights",2025-08-20,"Lahore , Pakistan"
269,Senior Data Scientist,"FairMoney, All Cities , Pakistan",Not Specified,2025-08-25,"All Cities , Pakistan"
270,"Senior Machine Learning Scientist (Applied AI, 100 Remote)","Testlio, All Cities , Pakistan","Data Science, Statistical Methods, Machine Learning, applied AI, AI-powered data products",2025-09-04,"All Cities , Pakistan"
271,Data Analyst / Scientist,"VizPro, Lahore , Pakistan","MySQL, Power BI, MS Excel, Python, ELT Process",2025-08-13,"Lahore , Pakistan"
272,Machine Learning Specialist,"Zain online education, All Cities , Pakistan",Machine Learning,2025-08-22,"All Cities , Pakistan"
273,Machine Learning Specialist,"Contour Software, Lahore , Pakistan",Not Specified,2024-10-29,"Lahore , Pakistan"
274,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Data Science, Tableau, Hive, DB2, Exploratory Data Analysis, Qlik, Teradata, Deep Learning, MicroStrategy, Excellent Oral And Written Communication, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Fluency in English, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, data-driven insights, Oracle, Business Intelligence, Qlik), deep learning techniques, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Familiarity with Agile methodologies",2025-09-04,"Lahore , Pakistan"
275,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, Structured Data, BigQuery, Reinforcement Learning, Unstructured Data, SQL, English Communication, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, Data Cleaning, Oracle, Business Intelligence, deep learning techniques, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, AI platform, data transformation and cleaning for structured",2025-08-28,"Lahore , Pakistan"
276,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, MYSQL), Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, deep learning techniques, geospatial data processing, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Learning-to-rank, Data transformation and cleaning, Database technologies (Hadoop, Qlik) - preferred, Geospatial data processing - preferred, Agile methodologies - preferred",2025-08-19,"Karachi , Pakistan"
277,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Big Data Platforms, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, Data-driven decision-making, SAP, Visualization tools, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, randomized controlled experiments, scalable machine learning algorithms, data and machine learning models, English (verbal and written communication skills)",2025-09-02,"Lahore , Pakistan"
278,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, Optimization Models, SQL, Strong problem-solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, A/B Testing, Python, Excellent Communication Skills, Machine Learning models, Data-driven decision-making, SAP, AI, Visualization tools, Data Cleaning, Oracle, Business Intelligence, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, data-based insights",2025-08-29,"Karachi , Pakistan"
279,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Coding, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, SAP, AI, Data Cleaning, Oracle, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning",2025-09-04,"Karachi , Pakistan"
280,Senior AI Engineer,"Webtronix, All Cities , Pakistan","OpenCV, Flask, Computer Vision, Keras, Google Cloud Platform, DOCKER, Kubernetes, SQL and NoSQL databases, PyTorch, Reinforcement Learning, Natural Language Processing (NLP), Leadership And Communication, Fastapi, kubeflow, Python (NumPy, Generative Models, Hugging Face Transformers, Cloud Platforms (AWS, Azure), Scikit-learn), SVMs, BERT), pandas), Deep Learning frameworks (TensorFlow, Machine learning model deployment, MLOps tools (MLflow, Large Language Models (GPT, deep learning techniques, multi-modal AI systems, AI/ML algorithms, SageMaker), NLP libraries (SpaCy, NLTK), Classical machine learning algorithms (regression, decision trees), Big data technologies (Spark, Hadoop), CI/CD pipelines (Airflow)",2025-08-18,"All Cities , Pakistan"
281,Senior AI Engineer I,"Careem, Karachi , Pakistan","MySQL, MS SQL Server, Hadoop, Coding, Instrumentation, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Predictive Modeling, Time Series Analysis, Chartio, Structured Data, BigQuery, Reinforcement Learning, Unstructured Data, SQL, Fluency in English, Recommendation Systems, Amazon EMR, Spark, Machine Learning, Optimization techniques, A/B Testing, Python, Machine Learning models, Data-driven decision-making, SAP, Problem Solving, AI, Visualization tools, Data Cleaning, Oracle, Business Intelligence, Business Intelligence tools (Tableau, Qlik), geospatial data processing, learning to rank, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, Familiarity with Agile methodologies, Matching algorithms, data processing technologies, Advanced machine learning, modeling user behavior",2025-08-18,"Karachi , Pakistan"
282,Lead Engineer – SQA in AI/ML,"Silicon Labs Careers, Hyderabad , Pakistan","Natural Language Processing, Deep Learning, Jenkins, Kubernetes, PyTorch, Automated Testing Frameworks, Machine Learning, Software Quality Assurance, Scikit-learn), GitLab CI), DevOps tools (Docker, Machine learning frameworks (TensorFlow, ML model optimization (TensorRT, OpenVINO, Edge TPU), MLOps practices (model versioning, lifecycle management), Collaboration and mentoring",2025-08-29,"Hyderabad , Pakistan"
283,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Exploratory Data Analysis, Big Data, Qlik, Agile Methodologies, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, Data-driven decision-making, SAP, Oracle, Business Intelligence, Qlik), Visualization tools (Tableau, geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, behavioral models, Data transformation and cleaning, randomized controlled experiments, scalable machine learning algorithms, data and machine learning models, Geospatial data processing skills (plus)",2025-08-18,"Lahore , Pakistan"
284,Senior AI Engineer I,"Careem, Karachi , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, Structured Data, BigQuery, Unstructured Data, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, SAP, AI, Data Cleaning, Oracle, Qlik), deep learning techniques, geospatial data processing, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Learning-to-rank, Data transformation and cleaning, marketplace knowledge in ride hailing and",2025-08-13,"Karachi , Pakistan"
285,Senior AI Engineer I,"Careem, Lahore , Pakistan","MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, English Communication Skills, Spark, Machine Learning, A/B Testing, Python, Optimization, Ai Models, SAP, Data Cleaning, Oracle, geospatial data processing, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Learning-to-rank, Data transformation and cleaning",2025-08-25,"Lahore , Pakistan"
286,Real Estate Sales Agent,"Tabani Real Estate, All Cities , Pakistan","Client Relationship Management, Client Engagement, Independent Working, CRM DATA ENTRY, Communication, Real Estate Market Analysis, On-camera social media content creation",2025-08-30,"All Cities , Pakistan"
287,Real Estate Sales Agent,"AMIN TAI BUILDERS AND DEVELOPERS, All Cities , Pakistan","Team Collaboration, Independent Working, Lead Management, Client Persuasion, Negotiation, Customer Service, Excellent Communication Skills, Sales closing ability",2025-08-30,"All Cities , Pakistan"
288,Property / Real Estate Consultant,"Sheikh Corporation, Islamabad , Pakistan",Not Specified,2025-09-01,"Islamabad , Pakistan"
289,Real Estate Specialist,"IMARAT, Islamabad , Pakistan","Property Management, Regulatory Compliance, Client Liaison, SALES ACTIVITIES, Real Estate Development, Real Estate Transactions, Property Marketing, Customer Service",2025-08-23,"Islamabad , Pakistan"
290,Real Estate Salesperson,"HS Developers, Rawalpindi , Pakistan",Not Specified,2025-08-27,"Rawalpindi , Pakistan"
291,Real Estate Intern,"Property Lounge, Islamabad , Pakistan",Not Specified,2025-08-12,"Islamabad , Pakistan"
292,Real Estate Team Lead,"Khyber Associates, All Cities , Pakistan","Training and Support, Real Estate Sales, Team Management, Negotiation, Sales Strategy Planning, Communication, Team Leadership",2025-08-29,"All Cities , Pakistan"
293,Real Estate Sales Consultant,"Deal And Deals Pvt, Islamabad , Pakistan","Relationship Building, Client Management, Real Estate Marketing, Sales Target Achievement, Negotiation, Communication",2025-08-07,"Islamabad , Pakistan"
294,Experienced Real Estate Assistant,"GrowthRatio Solutions, All Cities , Pakistan","Creative Writing, Social Media Management, Strong Organizational Skills, Excellent Spoken and Written English, Tech-Savvy, Client Follow-ups, Negotiation assistance, Real estate operations support, MLS platform listing, Confident client communication, Familiarity with U.S. real estate systems",2025-08-08,"All Cities , Pakistan"
295,Real Estate Sales Consultant,"Family Builders Developers, Karachi , Pakistan","Property Documentation, Client Relationship Building, Real Estate Sales, Lead Follow-up, Negotiation, CRM Software, Presentation, Communication, Knowledge of Karachi property market",2025-08-10,"Karachi , Pakistan"
296,Business Executive (Real Estate),"Faisalabad Realtors, Faisalabad , Pakistan","Ability To Perform Under Pressure, Communication Skills, Client Relationship Management, MS Office Proficiency, Knowledge Of Real Estate Market, Ability To Meet Sales Targets, Negotiation, Sales Strategy Development, CRM software proficiency, Team Leadership, Property Presentations, Legal documentation understanding, Local travel for client meetings",2025-08-19,"Faisalabad , Pakistan"
297,International Real Estate Executive,"AS Global HR Services Solutions, Rawalpindi , Pakistan","Conservation Awareness, Client Engagement, Team Collaboration, Strong Interpersonal Skills, Convincing and sales abilities",2025-08-07,"Rawalpindi , Pakistan"
298,Assistant Sales Manager (Real Estate),"Faisalabad Realtors, Faisalabad , Pakistan","Negotiation Skills, Communication Skills, Client Relationship Management, Real Estate Market Knowledge, MS Office Proficiency, Sales Strategy Development, Customer Service, CRM software proficiency, Ability To Work Under Pressure, Team supervision and motivation, Local travel for client meetings",2025-08-24,"Faisalabad , Pakistan"
299,Real Estate - Team leaders/BDM/Agents,"Askari life, Islamabad , Pakistan","Business Development, Mentoring, Client Relationship Management, Report Preparation, Interpersonal Skills, Communication, Teamwork, Strategic Planning",2025-08-20,"Islamabad , Pakistan"
300,Business Developer Manager (Real Estate),"Simcoe IT, All Cities , Pakistan","Business Development, Strategic Sales Planning, Report Preparation, Real Estate Knowledge, MS Office, Negotiation, Employee Relation Manaement, Customer Service, Communication",2025-08-06,"All Cities , Pakistan"
