CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13807,367,1,19.799999999999997,1,1,2,4,At Risk
13808,5,5,181.98,4,3,4,11,Champions
13809,305,1,7.95,1,1,1,3,At Risk
13810,28,4,117.6,3,3,4,10,Champions
13811,183,4,72.0,1,3,3,7,Loyal Customers
13812,42,3,42.48,3,3,3,9,Loyal Customers
13813,39,5,64.7,3,3,3,9,Loyal Customers
13814,56,3,13.600000000000001,2,3,1,6,Potential Customers
13815,22,5,132.45,3,3,4,10,Champions
13816,23,4,66.58,3,3,3,9,Loyal Customers
13817,29,2,38.5,3,2,2,7,Loyal Customers
13819,301,3,54.2,1,3,3,7,Loyal Customers
13821,144,2,31.740000000000002,1,2,2,5,Potential Customers
13822,5,2,12.09,4,2,1,7,Loyal Customers
13823,18,2,50.5,3,2,3,8,Loyal Customers
13824,32,5,313.0,3,3,4,10,Champions
13826,158,2,17.0,1,2,2,5,Potential Customers
13827,57,3,11.1,2,3,1,6,Potential Customers
13828,22,1,14.850000000000001,3,1,1,5,Potential Customers
13829,359,1,-102.0,1,1,1,3,Returned/Churned
13831,16,6,692.3,4,4,4,12,Champions
13832,17,2,6.149999999999999,3,2,1,6,Potential Customers
13833,159,1,15.9,1,1,2,4,At Risk
13835,25,4,81.45,3,3,3,9,Loyal Customers
13837,211,2,18.75,1,2,2,5,Potential Customers
13838,5,4,26.049999999999997,4,3,2,9,Loyal Customers
13841,252,1,85.0,1,1,3,5,Potential Customers
13842,58,9,157.16,2,4,4,10,Champions
13844,11,1,20.8,4,1,2,7,Loyal Customers
13845,64,1,19.799999999999997,2,1,2,5,Potential Customers
13846,24,4,41.1,3,3,3,9,Loyal Customers
13848,92,3,1120.0,2,3,4,9,Loyal Customers
13849,51,2,32.7,2,2,2,6,Potential Customers
13850,88,2,8.729999999999999,2,2,1,5,Potential Customers
13851,95,3,39.699999999999996,2,3,3,8,Loyal Customers
13853,8,2,85.24,4,2,3,9,Loyal Customers
13854,8,29,3062.58,4,4,4,12,Champions
13856,168,5,155.65,1,3,4,8,Loyal Customers
13858,57,1,12.600000000000001,2,1,1,4,At Risk
13859,326,1,3.75,1,1,1,3,At Risk
13860,1,6,91.84,4,4,3,11,Champions
13862,18,10,106.83,3,4,3,10,Champions
13863,245,2,11.48,1,2,1,4,At Risk
13865,58,4,72.2,2,3,3,8,Loyal Customers
13866,74,1,27.04,2,1,2,5,Potential Customers
13867,31,3,45.9,3,3,3,9,Loyal Customers
13868,7,2,2700.0,4,2,4,10,Champions
13869,123,4,38.1,2,3,2,7,Loyal Customers
13870,2,10,152.46,4,4,4,12,Champions
13871,22,14,268.81,3,4,4,11,Champions
13873,119,4,53.7,2,3,3,8,Loyal Customers
13874,358,1,17.85,1,1,2,4,At Risk
13875,53,5,106.96,2,3,3,8,Loyal Customers
13876,63,1,15.0,2,1,1,4,At Risk
13877,86,1,69.6,2,1,3,6,Potential Customers
13878,54,1,60.0,2,1,3,6,Potential Customers
13880,21,13,333.09000000000003,3,4,4,11,Champions
13881,3,22,2779.2000000000003,4,4,4,12,Champions
13882,2,6,27.900000000000006,4,4,2,10,Champions
13883,1,9,11.5,4,4,1,9,Loyal Customers
13884,7,6,72.9,4,4,3,11,Champions
13885,189,2,23.4,1,2,2,5,Potential Customers
13886,71,1,10.2,2,1,1,4,At Risk
13887,204,1,9.959999999999999,1,1,1,3,At Risk
13888,119,2,20.200000000000003,2,2,2,6,Potential Customers
13889,92,1,25.0,2,1,2,5,Potential Customers
13890,1,14,125.36000000000001,4,4,4,12,Champions
13892,26,4,171.84,3,3,4,10,Champions
13893,297,1,15.9,1,1,2,4,At Risk
13894,22,5,50.55,3,3,3,9,Loyal Customers
13895,21,5,77.50000000000001,3,3,3,9,Loyal Customers
13897,50,1,15.0,3,1,1,5,Potential Customers
13898,325,1,10.2,1,1,1,3,At Risk
13899,16,2,68.4,4,2,3,9,Loyal Customers
13900,183,3,37.019999999999996,1,3,2,6,Potential Customers
13901,72,5,126.91,2,3,4,9,Loyal Customers
13904,37,2,32.34,3,2,2,7,Loyal Customers
13908,79,5,74.78,2,3,3,8,Loyal Customers
13911,57,9,200.12,2,4,4,10,Champions
13914,3,3,13.120000000000001,4,3,1,8,Loyal Customers
13917,49,2,17.28,3,2,2,7,Loyal Customers
13918,49,2,99.72,3,2,3,8,Loyal Customers
13919,53,3,44.099999999999994,2,3,3,8,Loyal Customers
13922,351,1,17.700000000000003,1,1,2,4,At Risk
13923,53,1,5.04,2,1,1,4,At Risk
13924,1,11,27.42,4,4,2,10,Champions
13925,36,6,56.2,3,4,3,10,Champions
13926,23,1,35.400000000000006,3,1,2,6,Potential Customers
13927,74,1,16.6,2,1,2,5,Potential Customers
13928,10,4,80.2,4,3,3,10,Champions
13929,169,3,419.4,1,3,4,8,Loyal Customers
13930,57,2,35.6,2,2,2,6,Potential Customers
13931,85,3,267.9,2,3,4,9,Loyal Customers
13932,294,1,17.0,1,1,2,4,At Risk
13933,109,2,40.050000000000004,2,2,3,7,Loyal Customers
13934,263,1,19.799999999999997,1,1,2,4,At Risk
13936,171,2,-11.82,1,2,1,4,Returned/Churned
13937,169,1,30.599999999999998,1,1,2,4,At Risk
13938,35,1,13.28,3,1,1,5,Potential Customers
13939,23,4,51.2,3,3,3,9,Loyal Customers
13940,17,4,82.2,3,3,3,9,Loyal Customers
13941,21,7,189.93,3,4,4,11,Champions
13946,79,3,238.01999999999998,2,3,4,9,Loyal Customers
13947,65,1,13.5,2,1,1,4,At Risk
13948,360,1,46.8,1,1,3,5,Potential Customers
13949,2,6,129.93,4,4,4,12,Champions
13950,11,5,117.17999999999999,4,3,4,11,Champions
13951,176,3,50.1,1,3,3,7,Loyal Customers
13952,211,3,49.019999999999996,1,3,3,7,Loyal Customers
13953,7,7,3019.8,4,4,4,12,Champions
13954,1,3,21.799999999999997,4,3,2,9,Loyal Customers
13955,154,2,55.95,1,2,3,6,Potential Customers
13956,5,5,16.2,4,3,2,9,Loyal Customers
13958,372,1,-15.9,1,1,1,3,Returned/Churned
13959,79,3,58.25,2,3,3,8,Loyal Customers
13960,21,2,35.400000000000006,3,2,2,7,Loyal Customers
13962,21,2,35.5,3,2,2,7,Loyal Customers
13963,308,4,129.3,1,3,4,8,Loyal Customers
13967,145,1,35.7,1,1,2,4,At Risk
13969,7,20,440.88,4,4,4,12,Champions
13971,8,11,111.65,4,4,4,12,Champions
13972,70,2,24.659999999999997,2,2,2,6,Potential Customers
13973,287,1,15.0,1,1,1,3,At Risk
13974,49,1,15.0,3,1,1,5,Potential Customers
13975,31,7,97.94,3,4,3,10,Champions
13976,206,1,69.36,1,1,3,5,Potential Customers
13978,14,2,78.36000000000001,4,2,3,9,Loyal Customers
13979,73,1,20.8,2,1,2,5,Potential Customers
13980,60,1,22.5,2,1,2,5,Potential Customers
13982,39,5,113.55,3,3,4,10,Champions
13983,29,13,795.3,3,4,4,11,Champions
13984,26,6,246.90000000000003,3,4,4,11,Champions
13985,4,16,303.96,4,4,4,12,Champions
13986,17,1,35.400000000000006,3,1,2,6,Potential Customers
13988,19,9,99.58,3,4,3,10,Champions
13989,65,2,39.6,2,2,3,7,Loyal Customers
13990,213,1,23.4,1,1,2,4,At Risk
13991,12,7,56.99,4,4,3,11,Champions
13992,30,1,20.0,3,1,2,6,Potential Customers
13993,32,12,281.8,3,4,4,11,Champions
13994,3,6,134.4,4,4,4,12,Champions
13995,15,6,72.30000000000001,4,4,3,11,Champions
13999,10,15,296.71000000000004,4,4,4,12,Champions
14000,206,2,59.24999999999999,1,2,3,6,Potential Customers
14001,45,4,59.69,3,3,3,9,Loyal Customers
14002,134,2,17.88,2,2,2,6,Potential Customers
14004,43,7,152.05,3,4,4,11,Champions
14005,9,5,265.8,4,3,4,11,Champions
14006,115,3,110.52000000000001,2,3,4,9,Loyal Customers
14009,198,3,44.47,1,3,3,7,Loyal Customers
14012,277,1,37.2,1,1,2,4,At Risk
14013,110,3,36.78,2,3,2,7,Loyal Customers
14014,77,1,15.0,2,1,1,4,At Risk
14015,52,1,108.48,2,1,3,6,Potential Customers
14016,154,5,49.23,1,3,3,7,Loyal Customers
14019,46,4,34.949999999999996,3,3,2,8,Loyal Customers
14020,16,2,49.8,4,2,3,9,Loyal Customers
14021,155,3,98.8,1,3,3,7,Loyal Customers
14022,225,1,10.5,1,1,1,3,At Risk
14023,7,2,32.4,4,2,2,8,Loyal Customers
14024,121,2,35.650000000000006,2,2,2,6,Potential Customers
14027,60,1,17.4,2,1,2,5,Potential Customers
14029,63,2,130.2,2,2,4,8,Loyal Customers
14030,18,8,72.45,3,4,3,10,Champions
14031,7,23,2257.88,4,4,4,12,Champions
14032,2,18,540.4200000000001,4,4,4,12,Champions
14034,22,4,-29.869999999999997,3,3,1,7,Returned/Churned
14035,28,5,241.5,3,3,4,10,Champions
14036,284,1,25.200000000000003,1,1,2,4,At Risk
14037,176,2,25.650000000000002,1,2,2,5,Potential Customers
14038,78,4,56.5,2,3,3,8,Loyal Customers
14039,33,1,69.6,3,1,3,7,Loyal Customers
14040,40,15,299.21000000000004,3,4,4,11,Champions
14041,266,1,0.58,1,1,1,3,At Risk
14044,26,4,28.099999999999998,3,3,2,8,Loyal Customers
14045,109,4,1221.75,2,3,4,9,Loyal Customers
14046,284,1,19.080000000000002,1,1,2,4,At Risk
14047,8,7,124.9,4,4,4,12,Champions
14048,277,2,0.34999999999999964,1,2,1,4,At Risk
14049,16,6,99.4,4,4,3,11,Champions
14050,31,2,35.28,3,2,2,7,Loyal Customers
14051,0,26,1722.45,4,4,4,12,Champions
14052,19,1,2.08,3,1,1,5,Potential Customers
14053,124,2,218.5,2,2,4,8,Loyal Customers
14054,65,1,16.5,2,1,2,5,Potential Customers
14055,106,1,23.9,2,1,2,5,Potential Customers
14056,1,29,248.18,4,4,4,12,Champions
14057,23,18,775.42,3,4,4,11,Champions
14059,266,1,23.4,1,1,2,4,At Risk
14060,4,20,753.64,4,4,4,12,Champions
14062,9,12,1200.8200000000002,4,4,4,12,Champions
14064,29,7,-129.21999999999997,3,4,1,8,Returned/Churned
14066,266,1,17.700000000000003,1,1,2,4,At Risk
14067,63,2,28.0,2,2,2,6,Potential Customers
14068,320,1,29.5,1,1,2,4,At Risk
14071,3,9,85.29,4,4,3,11,Champions
14073,21,2,-1.3000000000000007,3,2,1,6,Returned/Churned
14075,4,3,120.66,4,3,4,11,Champions
14076,129,1,16.95,2,1,2,5,Potential Customers
14077,40,5,66.85,3,3,3,9,Loyal Customers
14078,101,6,324.34,2,4,4,10,Champions
14079,124,1,15.0,2,1,1,4,At Risk
14080,32,1,10.2,3,1,1,5,Potential Customers
14081,267,4,0.9499999999999993,1,3,1,5,Potential Customers
14082,364,1,2.1,1,1,1,3,At Risk
14083,4,9,69.0,4,4,3,11,Champions
14085,2,19,201.23,4,4,4,12,Champions
14087,2,2,-10.59,4,2,1,7,Returned/Churned
14088,10,14,1300.06,4,4,4,12,Champions
14089,56,1,16.5,2,1,2,5,Potential Customers
14090,324,1,76.32000000000001,1,1,3,5,Potential Customers
14092,7,17,299.42,4,4,4,12,Champions
14093,12,1,1.95,4,1,1,6,Potential Customers
14096,4,34,-7899.59,4,4,1,9,Returned/Churned
14098,36,1,8.25,3,1,1,5,Potential Customers
14099,16,12,200.69,4,4,4,12,Champions
14100,137,1,7.95,2,1,1,4,At Risk
14101,73,6,1682.1999999999998,2,4,4,10,Champions
14102,5,8,179.9,4,4,4,12,Champions
14104,154,2,89.16,1,2,3,6,Potential Customers
14105,85,2,22.55,2,2,2,6,Potential Customers
14107,51,8,170.17,2,4,4,10,Champions
14108,30,3,14.13,3,3,1,7,Loyal Customers
14109,23,2,6.5,3,2,1,6,Potential Customers
14110,3,13,1760.24,4,4,4,12,Champions
14111,14,5,327.85,4,3,4,11,Champions
14112,22,12,130.12,3,4,4,11,Champions
14113,3,8,192.55,4,4,4,12,Champions
14114,273,2,107.39999999999999,1,2,3,6,Potential Customers
14116,19,5,82.77,3,3,3,9,Loyal Customers
14117,143,1,30.0,2,1,2,5,Potential Customers
14119,354,1,-19.9,1,1,1,3,Returned/Churned
14121,3,6,47.56999999999999,4,4,3,11,Champions
14124,84,1,90.0,2,1,3,6,Potential Customers
14125,10,3,47.28,4,3,3,10,Champions
14126,7,4,80.2,4,3,3,10,Champions
14127,122,3,23.84,2,3,2,7,Loyal Customers
14128,60,2,14.399999999999999,2,2,1,5,Potential Customers
14129,1,5,93.4,4,3,3,10,Champions
14130,319,1,15.0,1,1,1,3,At Risk
14132,2,12,277.74,4,4,4,12,Champions
14133,129,5,38.22,2,3,2,7,Loyal Customers
14135,1,15,803.0500000000001,4,4,4,12,Champions
14138,1,2,27.42,4,2,2,8,Loyal Customers
14139,46,1,9.36,3,1,1,5,Potential Customers
14140,3,3,24.0,4,3,2,9,Loyal Customers
14141,2,6,109.35000000000001,4,4,3,11,Champions
14142,373,1,17.88,1,1,2,4,At Risk
14143,133,1,17.0,2,1,2,5,Potential Customers
14145,46,5,831.6,3,3,4,10,Champions
14146,8,6,67.67999999999999,4,4,3,11,Champions
14147,49,3,202.6,3,3,4,10,Champions
14148,233,1,127.5,1,1,4,6,Potential Customers
14149,212,3,-8.909999999999997,1,3,1,5,Returned/Churned
14150,35,2,127.20000000000002,3,2,4,9,Loyal Customers
14152,75,3,8.26,2,3,1,6,Potential Customers
14154,239,2,43.2,1,2,3,6,Potential Customers
14155,266,1,17.85,1,1,2,4,At Risk
14156,9,66,4391.24,4,4,4,12,Champions
14157,19,3,-7.700000000000003,3,3,1,7,Returned/Churned
14158,40,1,4.5600000000000005,3,1,1,5,Potential Customers
14159,19,14,71.75,3,4,3,10,Champions
14161,215,3,47.29,1,3,3,7,Loyal Customers
14162,173,2,33.45,1,2,2,5,Potential Customers
14163,87,4,178.3,2,3,4,9,Loyal Customers
14164,70,2,423.25,2,2,4,8,Loyal Customers
14165,275,1,5.9,1,1,1,3,At Risk
14167,39,4,52.45,3,3,3,9,Loyal Customers
14171,98,1,8.5,2,1,1,4,At Risk
14173,10,4,51.629999999999995,4,3,3,10,Champions
14174,33,1,5.78,3,1,1,5,Potential Customers
14175,51,7,18.399999999999995,2,4,2,8,Loyal Customers
14176,297,5,93.10000000000002,1,3,3,7,Loyal Customers
14177,84,5,169.60000000000002,2,3,4,9,Loyal Customers
14178,8,7,47.52,4,4,3,11,Champions
14179,40,2,3.9000000000000004,3,2,1,6,Potential Customers
14180,10,31,582.6700000000001,4,4,4,12,Champions
14184,66,1,33.0,2,1,2,5,Potential Customers
14185,331,1,12.75,1,1,1,3,At Risk
14188,8,10,67.94999999999999,4,4,3,11,Champions
14189,2,24,236.05,4,4,4,12,Champions
14191,1,14,288.96,4,4,4,12,Champions
14193,67,2,37.8,2,2,2,6,Potential Customers
14194,4,32,447.76,4,4,4,12,Champions
14195,201,3,287.3,1,3,4,8,Loyal Customers
14196,106,1,30.0,2,1,2,5,Potential Customers
14198,4,7,45.95,4,4,3,11,Champions
14199,218,1,175.2,1,1,4,6,Potential Customers
14201,60,9,146.45999999999998,2,4,4,10,Champions
14204,2,1,2.08,4,1,1,6,Potential Customers
14205,10,4,16.380000000000003,4,3,2,9,Loyal Customers
14206,239,2,3.5,1,2,1,4,At Risk
14208,94,1,10.5,2,1,1,4,At Risk
14209,10,7,114.4,4,4,4,12,Champions
14210,91,7,103.55,2,4,3,9,Loyal Customers
14211,53,13,207.82999999999998,2,4,4,10,Champions
14212,89,1,237.60000000000002,2,1,4,7,Loyal Customers
14213,371,1,-367.20000000000005,1,1,1,3,Returned/Churned
14214,30,7,76.0,3,4,3,10,Champions
14215,11,7,103.2,4,4,3,11,Champions
14216,3,4,200.06,4,3,4,11,Champions
14217,1,24,413.61,4,4,4,12,Champions
14218,42,1,4.5600000000000005,3,1,1,5,Potential Customers
14219,4,1,16.5,4,1,2,7,Loyal Customers
14220,247,2,62.050000000000004,1,2,3,6,Potential Customers
14221,42,10,191.85,3,4,4,11,Champions
14222,177,1,10.5,1,1,1,3,At Risk
14223,92,4,30.799999999999997,2,3,2,7,Loyal Customers
14224,110,4,54.25,2,3,3,8,Loyal Customers
14226,28,7,160.05,3,4,4,11,Champions
14227,26,15,188.04,3,4,4,11,Champions
14229,51,5,171.05,2,3,4,9,Loyal Customers
14231,179,5,22.549999999999997,1,3,2,6,Potential Customers
14232,31,8,93.6,3,4,3,10,Champions
14233,43,5,349.19,3,3,4,10,Champions
14234,22,4,46.98,3,3,3,9,Loyal Customers
14235,10,6,299.0,4,4,4,12,Champions
14236,80,2,171.6,2,2,4,8,Loyal Customers
14237,373,1,14.850000000000001,1,1,1,3,At Risk
14238,326,1,22.5,1,1,2,4,At Risk
14239,43,13,191.02,3,4,4,11,Champions
14240,30,2,29.759999999999998,3,2,2,7,Loyal Customers
14241,183,1,17.700000000000003,1,1,2,4,At Risk
14242,234,2,40.5,1,2,3,6,Potential Customers
14243,8,14,217.73000000000002,4,4,4,12,Champions
14245,176,5,15.82,1,3,2,6,Potential Customers
14246,110,3,62.25000000000001,2,3,3,8,Loyal Customers
14247,278,1,9.95,1,1,1,3,At Risk
14248,318,1,15.0,1,1,1,3,At Risk
14250,7,3,54.150000000000006,4,3,3,10,Champions
14251,1,5,358.20000000000005,4,3,4,11,Champions
14256,254,3,-10.280000000000001,1,3,1,5,Returned/Churned
14257,51,6,145.32000000000002,2,4,4,10,Champions
14258,9,10,1052.8000000000002,4,4,4,12,Champions
14259,141,1,33.0,2,1,2,5,Potential Customers
14261,50,2,36.3,3,2,2,7,Loyal Customers
14262,8,8,303.12,4,4,4,12,Champions
14264,154,3,44.45,1,3,3,7,Loyal Customers
14265,109,2,45.3,2,2,3,7,Loyal Customers
14267,150,7,-2.2199999999999918,1,4,1,6,Returned/Churned
14270,331,1,23.8,1,1,2,4,At Risk
14271,225,1,7.800000000000001,1,1,1,3,At Risk
14272,73,2,35.5,2,2,2,6,Potential Customers
14273,51,4,83.2,2,3,3,8,Loyal Customers
14276,88,5,56.55,2,3,3,8,Loyal Customers
14277,15,4,-31.19999999999999,4,3,1,8,Returned/Churned
14280,196,1,14.850000000000001,1,1,1,3,At Risk
14282,3,15,399.34000000000003,4,4,4,12,Champions
14284,30,3,29.0,3,3,2,8,Loyal Customers
14285,21,4,222.20000000000005,3,3,4,10,Champions
14286,23,5,27.96,3,3,2,8,Loyal Customers
14287,8,4,54.78,4,3,3,10,Champions
14288,212,2,22.650000000000006,1,2,2,5,Potential Customers
14289,8,6,133.32,4,4,4,12,Champions
14290,11,6,67.83,4,4,3,11,Champions
14291,1,12,202.88,4,4,4,12,Champions
14292,7,14,364.07,4,4,4,12,Champions
14293,3,4,108.15,4,3,3,10,Champions
14295,40,2,12.0,3,2,1,6,Potential Customers
14297,17,6,87.97999999999999,3,4,3,10,Champions
14298,3,45,2372.89,4,4,4,12,Champions
14299,8,18,-423.21999999999997,4,4,1,9,Returned/Churned
14300,18,1,16.5,3,1,2,6,Potential Customers
14301,107,2,58.75,2,2,3,7,Loyal Customers
14304,222,2,15.0,1,2,1,4,At Risk
14305,71,5,11.549999999999999,2,3,1,6,Potential Customers
14306,51,3,236.03,2,3,4,9,Loyal Customers
14307,88,6,90.12,2,4,3,9,Loyal Customers
14309,8,10,225.5,4,4,4,12,Champions
14311,225,2,-5.1,1,2,1,4,Returned/Churned
14312,46,6,96.52,3,4,3,10,Champions
14314,106,1,4.8,2,1,1,4,At Risk
14315,21,7,134.82999999999998,3,4,4,11,Champions
14317,64,1,16.5,2,1,2,5,Potential Customers
14320,206,3,11.189999999999998,1,3,1,5,Potential Customers
14321,10,5,117.84,4,3,4,11,Champions
14323,114,4,13.749999999999996,2,3,1,6,Potential Customers
14326,234,2,43.0,1,2,3,6,Potential Customers
14327,163,1,39.599999999999994,1,1,3,5,Potential Customers
14329,8,14,102.6,4,4,3,11,Champions
14331,124,2,32.85,2,2,2,6,Potential Customers
14332,22,3,204.84000000000003,3,3,4,10,Champions
14333,64,2,42.5,2,2,3,7,Loyal Customers
14334,16,9,102.2,4,4,3,11,Champions
14335,16,2,11.4,4,2,1,7,Loyal Customers
14336,16,4,74.4,4,3,3,10,Champions
14338,158,4,16.700000000000003,1,3,2,6,Potential Customers
14339,234,4,7.749999999999998,1,3,1,5,Potential Customers
14340,218,1,27.0,1,1,2,4,At Risk
14341,45,9,126.15,3,4,4,11,Champions
14342,21,6,182.29999999999998,3,4,4,11,Champions
14344,127,8,125.70000000000002,2,4,4,10,Champions
14345,38,1,15.0,3,1,1,5,Potential Customers
14346,120,2,22.5,2,2,2,6,Potential Customers
14348,260,1,91.80000000000001,1,1,3,5,Potential Customers
14349,10,1,1.95,4,1,1,6,Potential Customers
14350,270,2,16.85,1,2,2,5,Potential Customers
14351,164,1,51.0,1,1,3,5,Potential Customers
14352,157,4,148.0,1,3,4,8,Loyal Customers
14353,215,1,3.9000000000000004,1,1,1,3,At Risk
14354,5,2,56.4,4,2,3,9,Loyal Customers
14355,365,1,17.700000000000003,1,1,2,4,At Risk
14356,60,4,32.3,2,3,2,7,Loyal Customers
14357,43,1,7.5,3,1,1,5,Potential Customers
14359,19,6,10.799999999999997,3,4,1,8,Loyal Customers
14360,31,4,71.1,3,3,3,9,Loyal Customers
14362,22,1,4.25,3,1,1,5,Potential Customers
14364,108,8,562.06,2,4,4,10,Champions
14367,8,19,499.8,4,4,4,12,Champions
14368,319,1,17.0,1,1,2,4,At Risk
14371,295,1,19.8,1,1,2,4,At Risk
14373,358,1,25.5,1,1,2,4,At Risk
14375,185,1,2.95,1,1,1,3,At Risk
14377,191,2,195.14999999999998,1,2,4,7,Loyal Customers
14379,44,2,35.85,3,2,2,7,Loyal Customers
14381,52,1,2.6,2,1,1,4,At Risk
14382,26,1,10.5,3,1,1,5,Potential Customers
14383,38,3,83.8,3,3,3,9,Loyal Customers
14385,9,3,51.15,4,3,3,10,Champions
14386,296,1,31.8,1,1,2,4,At Risk
14387,32,3,42.0,3,3,3,9,Loyal Customers
14388,8,10,112.37,4,4,4,12,Champions
14389,8,5,45.580000000000005,4,3,3,10,Champions
14390,10,13,97.99,4,4,3,11,Champions
14393,218,1,17.25,1,1,2,4,At Risk
14395,2,12,48.5,4,4,3,11,Champions
14396,65,2,10.100000000000001,2,2,1,5,Potential Customers
14397,0,23,683.8199999999999,4,4,4,12,Champions
14400,141,2,0.0,2,2,1,5,Returned/Churned
14401,4,14,340.52,4,4,4,12,Champions
14403,130,5,269.85,2,3,4,9,Loyal Customers
14404,33,7,100.42,3,4,3,10,Champions
14406,119,1,20.8,2,1,2,5,Potential Customers
14407,107,9,425.20000000000005,2,4,4,10,Champions
14408,10,7,180.8,4,4,4,12,Champions
14409,71,7,246.20000000000002,2,4,4,10,Champions
14410,15,15,111.33000000000001,4,4,4,12,Champions
14411,310,1,91.80000000000001,1,1,3,5,Potential Customers
14412,35,3,42.15,3,3,3,9,Loyal Customers
14413,362,1,0.95,1,1,1,3,At Risk
14414,91,8,70.38999999999999,2,4,3,9,Loyal Customers
14415,1,18,146.37,4,4,4,12,Champions
14416,22,2,39.5,3,2,2,7,Loyal Customers
14418,3,3,39.54,4,3,3,10,Champions
14419,10,6,29.5,4,4,2,10,Champions
14420,85,2,18.15,2,2,2,6,Potential Customers
14421,57,2,37.199999999999996,2,2,2,6,Potential Customers
14422,0,6,156.1,4,4,4,12,Champions
14423,218,1,163.2,1,1,4,6,Potential Customers
14424,17,1,322.08,3,1,4,8,Loyal Customers
14426,18,16,190.32,3,4,4,11,Champions
14427,50,2,46.64,3,2,3,8,Loyal Customers
14428,7,7,107.99000000000001,4,4,3,11,Champions
14431,298,2,24.699999999999996,1,2,2,5,Potential Customers
14432,9,6,71.52,4,4,3,11,Champions
14434,21,6,649.2,3,4,4,11,Champions
14436,98,1,12.5,2,1,1,4,At Risk
14437,143,2,-91.4,2,2,1,5,Returned/Churned
14438,306,1,7.5,1,1,1,3,At Risk
14439,319,1,61.199999999999996,1,1,3,5,Potential Customers
14440,8,5,152.12,4,3,4,11,Champions
14441,0,10,-52.54999999999999,4,4,1,9,Returned/Churned
14442,1,5,10.500000000000004,4,3,1,8,Loyal Customers
14443,53,7,35.86,2,4,2,8,Loyal Customers
14446,0,4,30.2,4,3,2,9,Loyal Customers
14447,18,5,94.5,3,3,3,9,Loyal Customers
14448,9,2,38.7,4,2,2,8,Loyal Customers
14449,18,4,11.91,3,3,1,7,Loyal Customers
14450,180,3,27.400000000000002,1,3,2,6,Potential Customers
14451,60,2,18.299999999999997,2,2,2,6,Potential Customers
14452,10,2,8.25,4,2,1,7,Loyal Customers
14453,190,1,5.75,1,1,1,3,At Risk
14456,5,14,39.410000000000004,4,4,2,10,Champions
14457,310,1,45.0,1,1,3,5,Potential Customers
14459,155,1,76.5,1,1,3,5,Potential Customers
14460,110,4,58.199999999999996,2,3,3,8,Loyal Customers
14461,148,3,49.5,1,3,3,7,Loyal Customers
14462,63,15,101.84,2,4,3,9,Loyal Customers
14463,98,3,229.79999999999998,2,3,4,9,Loyal Customers
14465,246,3,27.49,1,3,2,6,Potential Customers
14466,29,7,267.6,3,4,4,11,Champions
14467,17,4,24.25,3,3,2,8,Loyal Customers
14470,11,2,18.15,4,2,2,8,Loyal Customers
14472,103,8,57.410000000000004,2,4,3,9,Loyal Customers
14473,74,2,123.16,2,2,4,8,Loyal Customers
14474,43,2,1.75,3,2,1,6,Potential Customers
14475,71,6,-72.07000000000001,2,4,1,7,Returned/Churned
14476,257,1,5.9,1,1,1,3,At Risk
14477,19,5,562.81,3,3,4,10,Champions
14479,253,2,32.45,1,2,2,5,Potential Customers
14480,11,1,20.28,4,1,2,7,Loyal Customers
14481,164,2,35.4,1,2,2,5,Potential Customers
14482,18,6,55.879999999999995,3,4,3,10,Champions
14483,149,2,0.9500000000000011,1,2,1,4,At Risk
14484,50,1,20.4,3,1,2,6,Potential Customers
14485,38,1,1.65,3,1,1,5,Potential Customers
14487,26,7,76.15,3,4,3,10,Champions
14488,51,2,21.5,2,2,2,6,Potential Customers
14489,207,1,29.88,1,1,2,4,At Risk
14491,175,2,66.6,1,2,3,6,Potential Customers
14493,7,7,136.14,4,4,4,12,Champions
14494,25,1,17.4,3,1,2,6,Potential Customers
14495,50,2,41.6,3,2,3,8,Loyal Customers
14496,311,2,37.5,1,2,2,5,Potential Customers
14497,301,2,5.65,1,2,1,4,At Risk
14498,42,5,52.94,3,3,3,9,Loyal Customers
14499,26,3,20.099999999999998,3,3,2,8,Loyal Customers
14500,88,3,84.75,2,3,3,8,Loyal Customers
14501,64,3,9.940000000000005,2,3,1,6,Potential Customers
14502,19,14,137.07,3,4,4,11,Champions
14503,3,6,291.0,4,4,4,12,Champions
14504,47,4,27.67,3,3,2,8,Loyal Customers
14505,17,11,-4.399999999999997,3,4,1,8,Returned/Churned
14506,17,5,81.75,3,3,3,9,Loyal Customers
14507,23,7,337.65000000000003,3,4,4,11,Champions
14508,22,2,10.74,3,2,1,6,Potential Customers
14511,11,6,78.7,4,4,3,11,Champions
14512,187,2,24.15,1,2,2,5,Potential Customers
14513,100,4,194.24,2,3,4,9,Loyal Customers
14514,61,3,78.75,2,3,3,8,Loyal Customers
14515,17,6,85.03,3,4,3,10,Champions
14517,33,2,63.0,3,2,3,8,Loyal Customers
14518,64,1,0.95,2,1,1,4,At Risk
14520,1,2,175.2,4,2,4,10,Champions
14522,24,4,288.84,3,3,4,10,Champions
14523,108,1,12.5,2,1,1,4,At Risk
14524,31,9,164.26,3,4,4,11,Champions
14525,8,13,53.17999999999999,4,4,3,11,Champions
14527,2,86,-76.92000000000002,4,4,1,9,Returned/Churned
14528,37,1,4.35,3,1,1,5,Potential Customers
14529,60,3,3.37,2,3,1,6,Potential Customers
