InvoiceNo,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalPrice
C549049,-1,2011-04-06 10:15:00,2.55,17677,-2.55
C549050,-2,2011-04-06 10:17:00,5.95,13767,-11.9
C549051,-2,2011-04-06 10:17:00,16.95,14747,-33.9
549052,16,2011-04-06 10:19:00,1.69,17682,27.04
549053,2,2011-04-06 10:20:00,5.95,13863,11.9
549054,8,2011-04-06 10:21:00,3.75,17719,30.0
549055,12,2011-04-06 10:33:00,2.95,13515,35.400000000000006
549056,12,2011-04-06 10:40:00,0.85,15917,10.2
549059,24,2011-04-06 10:46:00,1.25,15529,30.0
C549098,-14,2011-04-06 11:06:00,0.39,12481,-5.46
549099,1,2011-04-06 11:07:00,7.95,16241,7.95
549101,1,2011-04-06 11:34:00,4.95,14606,4.95
549102,96,2011-04-06 11:34:00,0.39,13266,37.44
549104,192,2011-04-06 11:43:00,1.06,15311,203.52
549105,120,2011-04-06 12:05:00,0.85,17440,102.0
549106,1,2011-04-06 12:08:00,39.95,17045,39.95
549107,18,2011-04-06 12:08:00,0.39,17440,7.0200000000000005
549115,48,2011-04-06 12:41:00,0.85,13098,40.8
549116,24,2011-04-06 12:49:00,0.65,16670,15.600000000000001
549117,16,2011-04-06 12:56:00,0.42,13491,6.72
549118,12,2011-04-06 13:18:00,1.95,14911,23.4
549119,16,2011-04-06 13:23:00,2.95,14220,47.2
549120,4,2011-04-06 13:28:00,2.95,14587,11.8
549121,6,2011-04-06 13:33:00,1.25,17140,7.5
549123,12,2011-04-06 14:02:00,3.25,15201,39.0
549124,12,2011-04-06 14:03:00,3.75,16672,45.0
549125,1,2011-04-06 14:13:00,12.75,14964,12.75
549126,1,2011-04-06 14:23:00,9.95,16031,9.95
549127,1,2011-04-06 14:23:00,8.25,14403,8.25
549128,1,2011-04-06 14:25:00,7.95,16713,7.95
549129,4,2011-04-06 14:53:00,1.95,17042,7.8
549130,6,2011-04-06 15:02:00,1.25,14701,7.5
549131,12,2011-04-06 15:07:00,1.25,16378,15.0
549148,1,2011-04-06 15:31:00,4.15,14534,4.15
549153,6,2011-04-06 15:47:00,2.95,13771,17.700000000000003
549154,12,2011-04-06 16:47:00,1.25,17690,15.0
C549162,-1,2011-04-06 17:16:00,4.25,17438,-4.25
549169,3,2011-04-06 17:25:00,0.95,17906,2.8499999999999996
549182,6,2011-04-07 09:12:00,2.95,15646,17.700000000000003
549183,12,2011-04-07 09:16:00,1.45,14239,17.4
C549184,-1,2011-04-07 09:28:00,40.0,12428,-40.0
549185,6,2011-04-07 09:35:00,2.1,18272,12.600000000000001
549186,72,2011-04-07 09:39:00,3.75,15838,270.0
549187,16,2011-04-07 10:09:00,10.95,16144,175.2
549188,8,2011-04-07 10:10:00,2.1,13731,16.8
549189,6,2011-04-07 10:11:00,2.55,15235,15.299999999999999
549190,2,2011-04-07 10:13:00,6.75,13748,13.5
C549191,-40,2011-04-07 10:15:00,2.55,16422,-102.0
549192,24,2011-04-07 10:20:00,2.95,14961,70.80000000000001
549193,12,2011-04-07 10:24:00,1.65,12580,19.799999999999997
549196,12,2011-04-07 10:33:00,1.65,14911,19.799999999999997
549206,6,2011-04-07 10:38:00,5.95,15281,35.7
549222,4,2011-04-07 10:43:00,4.25,12347,17.0
549225,48,2011-04-07 10:54:00,2.55,13777,122.39999999999999
C549230,-12,2011-04-07 10:59:00,1.25,12949,-15.0
549233,4,2011-04-07 11:06:00,7.95,14912,31.8
549234,1,2011-04-07 11:12:00,1.65,16515,1.65
549235,4,2011-04-07 11:16:00,0.85,15530,3.4
549237,12,2011-04-07 11:29:00,1.65,13950,19.799999999999997
549238,2,2011-04-07 11:30:00,4.15,14667,8.3
549239,36,2011-04-07 11:37:00,0.85,13102,30.599999999999998
549240,1,2011-04-07 11:37:00,2.95,15910,2.95
549241,6,2011-04-07 11:40:00,1.25,15719,7.5
549242,12,2011-04-07 11:41:00,2.1,14911,25.200000000000003
549243,84,2011-04-07 11:47:00,0.65,16043,54.6
549245,2,2011-04-07 11:59:00,0.85,15005,1.7
549246,50,2011-04-07 12:02:00,2.55,15939,127.49999999999999
549247,16,2011-04-07 12:04:00,2.95,13752,47.2
549248,36,2011-04-07 12:04:00,0.39,13892,14.040000000000001
549249,12,2011-04-07 12:04:00,0.42,12423,5.04
549250,3,2011-04-07 12:10:00,0.85,14446,2.55
549251,2,2011-04-07 12:16:00,1.95,14449,3.9
C549252,-3,2011-04-07 12:18:00,2.55,16584,-7.6499999999999995
C549253,-1,2011-04-07 12:20:00,3.75,12408,-3.75
C549254,-1,2011-04-07 12:21:00,2.95,13769,-2.95
549255,192,2011-04-07 12:23:00,0.72,16209,138.24
549256,4,2011-04-07 12:24:00,3.75,15754,15.0
549257,3,2011-04-07 12:29:00,2.08,14465,6.24
549258,12,2011-04-07 12:30:00,2.55,13102,30.599999999999998
549259,12,2011-04-07 12:33:00,1.25,13712,15.0
549260,3,2011-04-07 12:34:00,1.65,17790,4.949999999999999
549261,5,2011-04-07 12:35:00,2.95,14903,14.75
549262,1,2011-04-07 12:38:00,0.85,14465,0.85
549263,2,2011-04-07 12:39:00,6.75,15800,13.5
C549265,-3,2011-04-07 12:45:00,2.95,16245,-8.850000000000001
C549269,-9,2011-04-07 12:47:00,0.85,16701,-7.6499999999999995
549272,50,2011-04-07 12:59:00,4.15,17133,207.50000000000003
549273,4,2011-04-07 13:05:00,4.95,13089,19.8
549274,6,2011-04-07 13:07:00,2.1,12721,12.600000000000001
549275,1,2011-04-07 13:09:00,5.95,15916,5.95
549276,24,2011-04-07 13:11:00,0.55,16745,13.200000000000001
549277,1,2011-04-07 13:11:00,2.1,16469,2.1
549278,2,2011-04-07 13:16:00,6.75,16255,13.5
549279,1,2011-04-07 13:16:00,0.79,16469,0.79
549280,16,2011-04-07 13:18:00,2.95,13854,47.2
549281,24,2011-04-07 13:19:00,1.25,17735,30.0
549282,4,2011-04-07 13:24:00,6.35,13718,25.4
549283,2,2011-04-07 13:32:00,9.95,13005,19.9
549284,4,2011-04-07 13:37:00,3.75,15694,15.0
549285,10,2011-04-07 13:45:00,1.65,14981,16.5
549286,1,2011-04-07 18:03:00,1.25,17928,1.25
549287,1,2011-04-07 18:05:00,3.75,14527,3.75
C549288,-1,2011-04-07 18:06:00,9.95,14527,-9.95
549289,4,2011-04-07 18:09:00,2.95,14395,11.8
C549290,-1,2011-04-07 18:10:00,9.95,14395,-9.95
549291,1,2011-04-07 19:05:00,0.79,16261,0.79
549292,2,2011-04-07 19:10:00,1.55,17869,3.1
549293,1,2011-04-07 19:16:00,9.95,17883,9.95
549294,2,2011-04-07 19:27:00,1.25,13230,2.5
549296,2,2011-04-08 07:37:00,9.95,14619,19.9
549297,12,2011-04-08 07:49:00,4.95,18061,59.400000000000006
549298,6,2011-04-08 08:20:00,2.95,13015,17.700000000000003
549299,8,2011-04-08 08:20:00,2.1,13995,16.8
549300,6,2011-04-08 08:21:00,3.25,13362,19.5
549301,4,2011-04-08 08:24:00,6.75,16643,27.0
549302,3,2011-04-08 08:25:00,4.95,14246,14.850000000000001
549303,4,2011-04-08 08:27:00,3.75,18040,15.0
549304,6,2011-04-08 08:39:00,2.55,16133,15.299999999999999
549305,12,2011-04-08 08:40:00,2.95,15189,35.400000000000006
549306,8,2011-04-08 08:48:00,1.69,16837,13.52
549307,2,2011-04-08 09:08:00,16.95,15119,33.9
549308,8,2011-04-08 09:13:00,3.75,13767,30.0
549309,2,2011-04-08 09:15:00,5.95,15114,11.9
549310,12,2011-04-08 09:20:00,2.95,16325,35.400000000000006
549311,12,2011-04-08 09:25:00,3.95,14924,47.400000000000006
549312,2,2011-04-08 09:26:00,14.95,14217,29.9
549313,12,2011-04-08 09:45:00,1.25,12393,15.0
C549315,-3,2011-04-08 09:51:00,1.25,12949,-3.75
549316,10,2011-04-08 09:54:00,1.95,12705,19.5
549317,4,2011-04-08 09:58:00,3.75,15109,15.0
549318,3,2011-04-08 10:01:00,4.95,13911,14.850000000000001
549319,3,2011-04-08 10:09:00,2.95,16623,8.850000000000001
549320,4,2011-04-08 10:14:00,0.65,16010,2.6
549321,4,2011-04-08 10:19:00,3.75,14243,15.0
549322,12,2011-04-08 10:20:00,1.45,16558,17.4
549323,12,2011-04-08 10:26:00,0.42,12999,5.04
549324,12,2011-04-08 10:32:00,1.25,16045,15.0
549325,12,2011-04-08 10:32:00,2.08,12717,24.96
549353,2,2011-04-08 11:21:00,9.95,13962,19.9
549360,8,2011-04-08 11:23:00,1.69,17035,13.52
549368,1,2011-04-08 11:26:00,2.1,18036,2.1
549372,25,2011-04-08 11:28:00,0.42,14958,10.5
549387,20,2011-04-08 11:33:00,1.65,13178,33.0
549412,18,2011-04-08 11:43:00,2.55,14258,45.9
549417,12,2011-04-08 11:44:00,6.65,14258,79.80000000000001
549424,10,2011-04-08 11:50:00,1.65,15367,16.5
549425,1,2011-04-08 11:54:00,1.25,14030,1.25
549428,30,2011-04-08 12:01:00,3.75,15815,112.5
549429,16,2011-04-08 12:06:00,0.65,17001,10.4
C549430,-3,2011-04-08 12:09:00,1.95,13846,-5.85
549431,25,2011-04-08 12:17:00,2.95,15874,73.75
549432,4,2011-04-08 12:20:00,4.95,14264,19.8
549433,4,2011-04-08 12:28:00,7.95,16709,31.8
549434,12,2011-04-08 12:30:00,3.39,12647,40.68
549435,48,2011-04-08 12:33:00,0.55,12356,26.400000000000002
549436,24,2011-04-08 12:34:00,1.25,18041,30.0
C549437,-1,2011-04-08 12:37:00,4.95,13005,-4.95
C549438,-1,2011-04-08 12:39:00,3.75,12471,-3.75
549439,3,2011-04-08 12:42:00,5.95,13562,17.85
549440,12,2011-04-08 12:42:00,1.45,17162,17.4
549441,2,2011-04-08 12:43:00,4.95,17162,9.9
549442,16,2011-04-08 12:56:00,4.95,16996,79.2
549443,12,2011-04-08 12:56:00,1.25,15775,15.0
549444,100,2011-04-08 13:00:00,3.75,16013,375.0
549445,40,2011-04-08 13:01:00,6.75,17809,270.0
549446,24,2011-04-08 13:14:00,0.42,17054,10.08
549447,192,2011-04-08 13:20:00,0.72,17268,138.24
549448,12,2011-04-08 14:07:00,1.65,13078,19.799999999999997
549449,10,2011-04-08 14:12:00,1.65,14227,16.5
C549450,-4,2011-04-08 14:13:00,2.55,13089,-10.2
549451,12,2011-04-08 14:14:00,1.25,16556,15.0
C549452,-1,2011-04-08 14:17:00,1867.86,17940,-1867.86
549467,3,2011-04-08 14:26:00,5.95,13305,17.85
549468,1,2011-04-08 14:27:00,1867.86,17940,1867.86
549471,30,2011-04-08 14:39:00,0.64,17389,19.2
549520,72,2011-04-08 15:19:00,1.06,13265,76.32000000000001
549522,10,2011-04-08 15:34:00,1.25,16873,12.5
549523,1,2011-04-08 15:35:00,2.95,12748,2.95
549526,5,2011-04-08 15:49:00,2.95,13630,14.75
C549530,-1,2011-04-08 17:03:00,0.42,13863,-0.42
C549532,-1,2011-04-08 17:07:00,7.06,16217,-7.06
C549533,-3,2011-04-08 17:08:00,4.95,12408,-14.850000000000001
C549535,-2,2011-04-08 17:14:00,6.75,14110,-13.5
549538,1,2011-04-08 17:25:00,2.55,17961,2.55
549539,24,2011-04-10 10:10:00,10.95,15465,262.79999999999995
C549540,-1,2011-04-10 10:12:00,7.95,17114,-7.95
549541,192,2011-04-10 10:16:00,0.72,17268,138.24
549542,48,2011-04-10 11:11:00,3.39,15311,162.72
549543,2,2011-04-10 11:14:00,1.65,18118,3.3
C549544,-100,2011-04-10 11:15:00,2.75,15311,-275.0
C549545,-1,2011-04-10 11:19:00,1.25,18118,-1.25
549546,1,2011-04-10 11:24:00,12.75,16889,12.75
549547,1,2011-04-10 11:33:00,125.0,16359,125.0
549548,1,2011-04-10 11:35:00,2.1,13548,2.1
C549549,-1,2011-04-10 11:37:00,125.0,16359,-125.0
549550,1,2011-04-10 11:45:00,8.5,15038,8.5
549551,24,2011-04-10 11:48:00,0.83,15955,19.919999999999998
549552,2,2011-04-10 11:58:00,7.95,13508,15.9
549553,3,2011-04-10 12:22:00,1.25,16931,3.75
549554,12,2011-04-10 12:36:00,1.25,16779,15.0
549555,1,2011-04-10 12:52:00,14.95,13606,14.95
549556,4,2011-04-10 12:53:00,1.25,17372,5.0
549557,1,2011-04-10 12:59:00,0.65,14450,0.65
549558,1,2011-04-10 13:21:00,2.95,15058,2.95
549559,10,2011-04-10 13:25:00,1.95,12447,19.5
549560,24,2011-04-10 13:26:00,1.25,15058,30.0
549561,2,2011-04-10 13:36:00,1.95,13570,3.9
549562,2,2011-04-10 13:48:00,3.75,13232,7.5
549563,1,2011-04-10 14:02:00,16.95,14030,16.95
549564,1,2011-04-10 14:16:00,2.95,18129,2.95
C549565,-1,2011-04-10 14:26:00,7.95,13610,-7.95
549566,1,2011-04-10 14:27:00,10.75,13610,10.75
549567,1,2011-04-10 15:07:00,7.95,13632,7.95
549568,12,2011-04-10 15:09:00,2.95,15665,35.400000000000006
549569,25,2011-04-10 15:15:00,0.42,15547,10.5
549570,1,2011-04-10 15:19:00,1.65,17550,1.65
549571,2,2011-04-10 15:25:00,7.95,15655,15.9
549572,3,2011-04-10 15:32:00,3.75,17757,11.25
549573,4,2011-04-10 16:01:00,1.25,14504,5.0
549574,24,2011-04-10 16:02:00,1.25,18226,30.0
549575,1,2011-04-10 16:04:00,1.65,13956,1.65
549576,6,2011-04-11 08:14:00,2.95,17069,17.700000000000003
549577,24,2011-04-11 08:16:00,0.85,14286,20.4
549578,12,2011-04-11 08:49:00,1.25,17340,15.0
549579,12,2011-04-11 09:18:00,2.1,15780,25.200000000000003
C549580,-3,2011-04-11 09:35:00,9.95,13501,-29.849999999999998
549581,4,2011-04-11 09:44:00,3.95,16188,15.8
C549582,-3,2011-04-11 09:45:00,12.75,12656,-38.25
549583,12,2011-04-11 09:46:00,0.39,15214,4.68
549584,6,2011-04-11 09:47:00,5.95,17574,35.7
549585,32,2011-04-11 09:54:00,4.95,14616,158.4
549587,12,2011-04-11 10:01:00,1.95,15737,23.4
549588,12,2011-04-11 10:04:00,1.45,12428,17.4
549589,6,2011-04-11 10:04:00,2.95,16552,17.700000000000003
549590,6,2011-04-11 10:09:00,2.1,13324,12.600000000000001
549591,330,2011-04-11 10:10:00,2.55,18080,841.4999999999999
549592,12,2011-04-11 10:14:00,0.85,14311,10.2
549593,130,2011-04-11 10:18:00,1.25,18008,162.5
549594,48,2011-04-11 10:25:00,3.37,16029,161.76
549595,24,2011-04-11 10:59:00,2.55,13324,61.199999999999996
549596,12,2011-04-11 11:06:00,1.45,14339,17.4
549597,4,2011-04-11 11:23:00,3.75,16133,15.0
549614,2,2011-04-11 11:38:00,7.95,12720,15.9
549619,48,2011-04-11 11:40:00,1.45,13798,69.6
549628,72,2011-04-11 11:43:00,0.42,13798,30.24
549633,12,2011-04-11 11:45:00,2.08,15671,24.96
549646,16,2011-04-11 11:51:00,0.65,12982,10.4
549664,5,2011-04-11 12:13:00,1.65,13113,8.25
549665,5,2011-04-11 12:17:00,4.15,14541,20.75
C549666,-1,2011-04-11 12:17:00,3.75,13113,-3.75
549667,12,2011-04-11 12:20:00,3.75,14911,45.0
549669,3,2011-04-11 12:21:00,0.85,13113,2.55
549670,12,2011-04-11 12:45:00,2.95,16168,35.400000000000006
549678,40,2011-04-11 12:57:00,2.55,16525,102.0
549679,12,2011-04-11 12:59:00,1.25,16407,15.0
549680,12,2011-04-11 13:02:00,1.65,12701,19.799999999999997
549681,16,2011-04-11 13:19:00,1.69,13881,27.04
549682,25,2011-04-11 13:22:00,0.42,12596,10.5
549683,10,2011-04-11 13:24:00,2.08,14273,20.8
C549685,-1,2011-04-11 13:26:00,1.95,13266,-1.95
C549686,-6,2011-04-11 13:26:00,3.75,15646,-22.5
549687,2,2011-04-11 13:29:00,7.95,12363,15.9
C549688,-1,2011-04-11 13:36:00,1.65,15449,-1.65
549689,1,2011-04-11 13:40:00,4.95,15971,4.95
549690,1,2011-04-11 13:41:00,39.95,17841,39.95
549691,6,2011-04-11 13:42:00,2.55,13549,15.299999999999999
549693,4,2011-04-11 13:43:00,3.75,14696,15.0
C549692,-1,2011-04-11 13:43:00,1.69,13668,-1.69
549694,6,2011-04-11 13:45:00,2.55,15414,15.299999999999999
549696,12,2011-04-11 13:55:00,12.75,13089,153.0
549705,1,2011-04-11 14:00:00,5.95,13668,5.95
549711,18,2011-04-11 14:07:00,2.95,13654,53.1
549713,2,2011-04-11 14:11:00,2.08,17611,4.16
549715,12,2011-04-11 14:40:00,1.25,13203,15.0
549716,12,2011-04-11 14:43:00,1.25,14628,15.0
549717,1,2011-04-11 14:56:00,15.0,14606,15.0
549718,6,2011-04-11 15:03:00,2.1,13846,12.600000000000001
549719,48,2011-04-11 15:04:00,1.25,14326,60.0
549720,1,2011-04-11 15:25:00,0.29,14606,0.29
549721,3,2011-04-11 15:35:00,4.95,14911,14.850000000000001
549722,2,2011-04-11 15:59:00,10.75,17236,21.5
C549723,-12,2011-04-11 16:05:00,0.85,13995,-10.2
549728,2,2011-04-11 16:15:00,5.95,17799,11.9
549729,1,2011-04-11 16:17:00,4.25,13634,4.25
549730,1,2011-04-11 16:35:00,2.95,15867,2.95
C549731,-1,2011-04-11 16:36:00,0.39,13266,-0.39
549732,12,2011-04-11 16:47:00,1.45,15615,17.4
549733,2,2011-04-11 16:56:00,1.95,17827,3.9
549734,1,2011-04-11 17:12:00,7.95,16409,7.95
549735,16,2011-04-12 08:42:00,4.25,13824,68.0
549736,16,2011-04-12 09:02:00,1.69,13599,27.04
549737,20,2011-04-12 09:03:00,2.08,13599,41.6
549739,1,2011-04-12 09:35:00,308.82,15935,308.82
549740,48,2011-04-12 09:49:00,1.65,15981,79.19999999999999
549741,24,2011-04-12 09:53:00,1.25,13655,30.0
549742,6,2011-04-12 10:01:00,2.95,12910,17.700000000000003
549743,8,2011-04-12 10:05:00,3.75,16186,30.0
549744,12,2011-04-12 10:30:00,2.95,15240,35.400000000000006
549745,10,2011-04-12 10:33:00,1.95,13577,19.5
549746,6,2011-04-12 10:38:00,14.95,15251,89.69999999999999
549747,100,2011-04-12 10:41:00,1.45,17428,145.0
549748,72,2011-04-12 10:42:00,1.06,17428,76.32000000000001
549749,10,2011-04-12 10:45:00,2.08,12928,20.8
549750,1,2011-04-12 10:48:00,2.95,18109,2.95
549751,12,2011-04-12 10:58:00,2.1,13089,25.200000000000003
549752,10,2011-04-12 11:01:00,0.85,13089,8.5
C549753,-8,2011-04-12 11:17:00,2.95,13268,-23.6
549754,24,2011-04-12 11:32:00,0.42,13700,10.08
549755,12,2011-04-12 11:34:00,1.65,16843,19.799999999999997
549756,4,2011-04-12 11:36:00,3.75,14111,15.0
549771,1,2011-04-12 11:43:00,8.25,14669,8.25
C549783,-1,2011-04-12 11:50:00,0.79,16558,-0.79
549787,6,2011-04-12 11:58:00,1.25,13268,7.5
C549786,-18,2011-04-12 11:58:00,0.85,14071,-15.299999999999999
C549788,-2,2011-04-12 11:59:00,4.25,13098,-8.5
549789,10,2011-04-12 12:00:00,1.65,17160,16.5
549790,24,2011-04-12 12:02:00,0.42,16172,10.08
549813,1,2011-04-12 12:16:00,6.95,17972,6.95
C549822,-1,2011-04-12 12:35:00,3.95,12854,-3.95
C549823,-1,2011-04-12 12:40:00,4.95,16875,-4.95
C549824,-1,2011-04-12 12:43:00,2.95,15189,-2.95
549825,6,2011-04-12 12:47:00,2.25,12463,13.5
549826,1,2011-04-12 12:53:00,9.95,15044,9.95
C549827,-2,2011-04-12 12:55:00,3.0,12463,-6.0
549828,6,2011-04-12 12:56:00,2.08,15044,12.48
549829,12,2011-04-12 12:56:00,2.1,16713,25.200000000000003
549830,2,2011-04-12 13:01:00,1.65,17811,3.3
549831,2,2011-04-12 13:10:00,8.5,14844,17.0
549832,6,2011-04-12 13:10:00,4.25,17278,25.5
549833,36,2011-04-12 13:19:00,0.39,13458,14.040000000000001
549834,12,2011-04-12 13:20:00,3.75,16672,45.0
549835,16,2011-04-12 13:24:00,8.5,17511,136.0
549836,6,2011-04-12 13:32:00,1.25,16814,7.5
549837,36,2011-04-12 13:38:00,3.39,16705,122.04
549838,2,2011-04-12 13:39:00,8.25,16705,16.5
549839,8,2011-04-12 13:45:00,1.45,15212,11.6
C549840,-2,2011-04-12 13:51:00,2.95,15189,-5.9
549841,2,2011-04-12 13:52:00,1.65,15189,3.3
549842,3,2011-04-12 13:55:00,4.95,14738,14.850000000000001
549843,10,2011-04-12 14:04:00,1.65,13157,16.5
549844,80,2011-04-12 14:17:00,1.69,12854,135.2
549845,11,2011-04-12 14:22:00,3.95,16729,43.45
549847,192,2011-04-12 14:43:00,0.29,15358,55.67999999999999
549850,9,2011-04-12 14:58:00,4.95,16168,44.550000000000004
549851,2,2011-04-12 15:08:00,9.95,16062,19.9
549852,2,2011-04-12 15:08:00,7.95,14289,15.9
549874,2,2011-04-12 15:23:00,7.95,16919,15.9
549880,48,2011-04-12 15:30:00,0.79,15932,37.92
549881,48,2011-04-12 15:30:00,0.29,14032,13.919999999999998
549885,6,2011-04-12 15:32:00,9.95,17204,59.699999999999996
C549895,-4,2011-04-12 15:40:00,12.75,16553,-51.0
C549897,-1,2011-04-12 15:48:00,7.95,15363,-7.95
C549898,-1,2011-04-12 16:00:00,1.25,13078,-1.25
C549899,-7,2011-04-12 16:07:00,1.65,14961,-11.549999999999999
C549900,-1,2011-04-12 16:10:00,12.75,17180,-12.75
549901,2,2011-04-12 16:17:00,2.1,17180,4.2
549902,6,2011-04-12 16:17:00,2.95,14006,17.700000000000003
549903,10,2011-04-12 16:19:00,0.85,17576,8.5
549904,12,2011-04-12 16:20:00,0.29,17180,3.4799999999999995
C549905,-1,2011-04-12 16:21:00,12.75,17576,-12.75
549906,2,2011-04-12 16:28:00,1.45,14998,2.9
549907,10,2011-04-12 16:30:00,6.75,13484,67.5
C549908,-3,2011-04-12 16:39:00,10.95,13324,-32.849999999999994
549909,2,2011-04-12 16:43:00,8.25,15777,16.5
549910,1,2011-04-12 17:12:00,0.95,16697,0.95
549911,24,2011-04-13 08:26:00,0.42,14060,10.08
C549912,-1,2011-04-13 09:02:00,4.95,15737,-4.95
C549913,-12,2011-04-13 09:02:00,1.45,14267,-17.4
549914,24,2011-04-13 09:32:00,0.85,14931,20.4
549915,2,2011-04-13 09:32:00,12.75,18231,25.5
549916,48,2011-04-13 09:39:00,0.39,13717,18.72
549917,12,2011-04-13 09:42:00,1.65,16607,19.799999999999997
549918,12,2011-04-13 09:48:00,1.95,17017,23.4
C549919,-3,2011-04-13 09:50:00,1.25,15201,-3.75
549920,6,2011-04-13 09:52:00,1.65,18236,9.899999999999999
C549921,-1,2011-04-13 09:53:00,12.75,15109,-12.75
C549922,-1,2011-04-13 09:55:00,12.75,15674,-12.75
549923,4,2011-04-13 09:59:00,3.75,13138,15.0
549924,4,2011-04-13 10:10:00,3.95,16837,15.8
549925,1056,2011-04-13 10:12:00,1.06,16333,1119.3600000000001
549926,504,2011-04-13 10:14:00,0.72,16333,362.88
549927,252,2011-04-13 10:19:00,2.1,16684,529.2
549928,100,2011-04-13 10:20:00,1.79,16684,179.0
549929,12,2011-04-13 10:32:00,0.42,13740,5.04
C549930,-1,2011-04-13 10:36:00,15.05,16454,-15.05
549932,10,2011-04-13 10:40:00,2.08,13534,20.8
549933,12,2011-04-13 11:04:00,2.95,15230,35.400000000000006
549934,16,2011-04-13 11:05:00,0.65,15134,10.4
549936,36,2011-04-13 11:29:00,10.95,15465,394.2
549937,80,2011-04-13 11:40:00,1.69,15046,135.2
549938,160,2011-04-13 11:42:00,2.55,13199,408.0
549939,12,2011-04-13 11:46:00,1.25,16309,15.0
549940,151,2011-04-13 11:48:00,1.25,13694,188.75
549941,96,2011-04-13 11:53:00,0.85,13694,81.6
549942,12,2011-04-13 12:04:00,5.45,12971,65.4
549943,1,2011-04-13 12:09:00,5.75,13544,5.75
549944,4,2011-04-13 12:23:00,3.75,14262,15.0
C549945,-1,2011-04-13 12:39:00,5.95,18270,-5.95
549946,6,2011-04-13 12:44:00,0.79,17819,4.74
549947,3,2011-04-13 12:47:00,6.95,18260,20.85
549949,10,2011-04-13 12:57:00,1.69,13208,16.9
549951,6,2011-04-13 12:57:00,8.95,13134,53.699999999999996
549953,12,2011-04-13 13:15:00,2.08,12766,24.96
549954,1,2011-04-13 13:25:00,2.1,13700,2.1
C549955,-2,2011-04-13 13:38:00,14.95,12359,-29.9
549956,192,2011-04-13 13:42:00,0.42,14898,80.64
549957,2,2011-04-13 13:45:00,7.95,13539,15.9
549958,1,2011-04-13 13:47:00,1.65,17589,1.65
549959,24,2011-04-13 13:47:00,1.25,16097,30.0
C549960,-2,2011-04-13 13:49:00,12.75,16652,-25.5
549961,2,2011-04-13 13:51:00,12.75,16652,25.5
C549962,-2,2011-04-13 13:51:00,10.95,16652,-21.9
549964,3,2011-04-13 14:12:00,9.95,13122,29.849999999999998
549965,60,2011-04-13 14:17:00,0.85,16966,51.0
549966,12,2011-04-13 14:17:00,1.65,16224,19.799999999999997
549967,48,2011-04-13 14:21:00,1.85,17873,88.80000000000001
549969,100,2011-04-13 14:24:00,1.65,13408,165.0
C549968,-432,2011-04-13 14:24:00,0.36,14064,-155.51999999999998
549970,1,2011-04-13 14:25:00,4.25,15026,4.25
549971,20,2011-04-13 14:25:00,1.65,13408,33.0
549972,6,2011-04-13 14:27:00,2.1,13408,12.600000000000001
C549973,-24,2011-04-13 14:30:00,2.1,17873,-50.400000000000006
549974,8,2011-04-13 14:31:00,3.95,17746,31.6
549975,3,2011-04-13 14:38:00,5.95,16175,17.85
549976,6,2011-04-13 14:39:00,2.25,15855,13.5
549977,10,2011-04-13 14:54:00,2.08,14810,20.8
549978,18,2011-04-13 15:00:00,2.95,14834,53.1
549979,20,2011-04-13 15:06:00,1.55,17511,31.0
549980,2,2011-04-13 15:36:00,2.95,14062,5.9
549981,6,2011-04-13 15:49:00,0.39,16348,2.34
549982,10,2011-04-13 15:52:00,0.85,17091,8.5
549983,2,2011-04-13 15:55:00,1.45,16348,2.9
549984,12,2011-04-13 15:57:00,1.25,15147,15.0
549985,12,2011-04-13 15:58:00,1.65,15640,19.799999999999997
C549986,-2,2011-04-13 16:03:00,3.75,18178,-7.5
C549987,-1,2011-04-13 16:06:00,2.1,14367,-2.1
549988,12,2011-04-13 16:43:00,2.95,14367,35.400000000000006
549989,2,2011-04-13 16:58:00,4.25,13221,8.5
549990,2,2011-04-13 17:31:00,7.95,16678,15.9
549991,12,2011-04-14 08:13:00,3.75,18229,45.0
549992,30,2011-04-14 08:14:00,1.65,17669,49.5
549993,24,2011-04-14 08:26:00,1.25,14057,30.0
549994,10,2011-04-14 08:27:00,2.08,14057,20.8
549995,12,2011-04-14 08:32:00,1.25,16131,15.0
549996,12,2011-04-14 08:45:00,2.08,15189,24.96
549997,24,2011-04-14 08:46:00,2.55,15189,61.199999999999996
549998,64,2011-04-14 08:49:00,1.69,17675,108.16
549999,6,2011-04-14 09:09:00,4.25,15813,25.5
550000,2,2011-04-14 09:18:00,9.95,17058,19.9
550001,48,2011-04-14 09:28:00,0.85,17704,40.8
550002,1,2011-04-14 09:30:00,18.0,12709,18.0
550003,72,2011-04-14 09:43:00,1.06,14428,76.32000000000001
550004,12,2011-04-14 09:56:00,1.45,12569,17.4
550005,100,2011-04-14 09:58:00,1.65,17677,165.0
550006,2,2011-04-14 10:10:00,9.95,17841,19.9
550007,100,2011-04-14 10:13:00,1.65,15125,165.0
550008,2,2011-04-14 10:17:00,7.95,15570,15.9
C550009,-1,2011-04-14 10:24:00,57.6,16422,-57.6
C550010,-4,2011-04-14 10:29:00,0.55,15299,-2.2
C550013,-1,2011-04-14 10:49:00,1.95,12982,-1.95
C550014,-8,2011-04-14 10:52:00,2.25,16133,-18.0
